baseline,corrupted_baseline,edges,edges_EAP,loss_EAP,edges_EAP-IG,loss_EAP-IG
0.5578858852386475,-3.1173388957977295,30,0,-3.1173388957977295,20,-2.862016439437866
0.5578858852386475,-3.1173388957977295,40,0,-3.1173388957977295,25,-2.8127756118774414
0.5578858852386475,-3.1173388957977295,50,20,-3.069997549057007,32,-2.6466944217681885
0.5578858852386475,-3.1173388957977295,60,20,-3.069997549057007,49,-2.4752509593963623
0.5578858852386475,-3.1173388957977295,70,37,-3.04105544090271,60,-2.255934000015259
0.5578858852386475,-3.1173388957977295,80,39,-3.039696216583252,74,-2.262139081954956
0.5578858852386475,-3.1173388957977295,90,40,-3.2057645320892334,85,-2.2468669414520264
0.5578858852386475,-3.1173388957977295,100,88,-3.1591339111328125,96,-1.989251732826233
0.5578858852386475,-3.1173388957977295,200,170,-3.1892919540405273,184,-0.7577784657478333
0.5578858852386475,-3.1173388957977295,300,266,-2.369901418685913,265,-0.5785881280899048
0.5578858852386475,-3.1173388957977295,400,341,-1.3618742227554321,344,-0.03541425243020058
0.5578858852386475,-3.1173388957977295,500,418,-1.1040624380111694,428,0.0766085758805275
0.5578858852386475,-3.1173388957977295,600,491,-0.9436471462249756,495,-0.10803518444299698
0.5578858852386475,-3.1173388957977295,700,567,-0.5124061107635498,574,0.018994219601154327
0.5578858852386475,-3.1173388957977295,800,663,-0.3891247510910034,667,0.16413216292858124
0.5578858852386475,-3.1173388957977295,900,749,-0.053096722811460495,767,0.36132821440696716
0.5578858852386475,-3.1173388957977295,1000,836,-0.03383046016097069,871,0.2058883011341095
